arquivo;nome;telefone;ultimo_envio_sms
Flavia.jpg;Flavia;5511995649436;2024-01-01 10:15:16
giovanni.jpg;giovanni;5511995649436;2024-01-01 10:15:16
marcio.jpg;marcio;5511995649436;2025-11-05 22:44:21
Michel.jpg;Michel;5511995649436;2025-11-05 21:48:09
Renata.jpg;Renata;5511995649436;2025-11-05 22:21:08
